,X1,X2,X3
2014_NYH1_CG105/CG102,0.455763453,0.829559213,0.749506757
2014_NYH2_CG105/CG102,0.29878585,0.905625697,0.08782028
2015_ILH1_CG105/CG102,0.361551586,0.646213583,0.330823811
2015_MNH1_CG105/CG102,0.332891243,0.990848326,0.005523209
2015_NYH2_CG105/CG102,0.672170951,0.132381911,0.940672916
2015_NYH2_CG105/PHB47,0.356300349,0.208136337,0.270093745
2015_ONH1_CG105/PHB47,0.400950974,0.914105818,0.734545864
2015_ONH2_CG105/PHB47,0.926109843,0.274667673,0.234899146
2015_NEH2_CG105/PHZ51,0.83196344,0.62780607,0.059944186
2015_NYH3_CG105/PHZ51,0.7566105,0.625166666,0.330202786
2015_ONH1_CG105/PHZ51,0.430930244,0.096858451,0.270771966
2015_ONH2_CG105/PHZ51,0.635438894,0.543706808,0.224710862
2015_MNH1_CG106/PHB47,0.469066695,0.302140685,0.902027715
2015_NYH2_CG106/PHB47,0.241014138,0.587269358,0.05145354
2015_NYH3_CG106/PHB47,0.947393606,0.148988266,0.18587952
2015_OHH1_CG106/PHB47,0.936400431,0.603256494,0.15995385
2015_ONH1_CG106/PHB47,0.76831925,0.713229585,0.080190869
2015_ONH2_CG106/PHB47,0.128157941,0.93467002,0.347970078
2015_MNH1_CG106/PHZ51,0.487443122,0.111241078,0.68171243
2015_NYH2_CG106/PHZ51,0.720614868,0.51129399,0.46322127
2015_NYH3_CG106/PHZ51,0.069003509,0.555671696,0.353961905
2015_OHH1_CG106/PHZ51,0.493314813,0.383387815,0.603790816
2015_ONH1_CG106/PHZ51,0.009449212,0.342164457,0.041992432
2015_ONH2_CG106/PHZ51,0.767210226,0.051902175,0.313625667
2014_ILH1_CG108/CG102,0.20041157,0.650002192,0.459725495
2014_MOH1_CG108/CG102,0.251994647,0.123139184,0.07703934
2014_NYH1_CG108/CG102,0.548461068,0.825368692,0.878489494
2014_NYH2_CG108/CG102,0.740405248,0.629444036,0.696592129
2015_DEH1_CG108/CG102,0.532106823,0.618885625,0.484301096
2015_ILH1_CG108/CG102,0.607863409,0.088454601,0.939191163
2015_INH1_CG108/CG102,0.590688002,0.072849251,0.769256074
2015_MNH1_CG108/CG102,0.041586972,0.435267141,0.461497292
2015_MOH1_CG108/CG102,0.128340659,0.498871139,0.154839527
2015_NEH1_CG108/CG102,0.498810722,0.103409017,0.655595885
2015_NEH2_CG108/CG102,0.592848656,0.140205423,0.409856721
2015_NEH3_CG108/CG102,0.574062017,0.859422328,0.00320077
2015_NEH4_CG108/CG102,0.175358945,0.777081545,0.084230619
2015_NYH2_CG108/CG102,0.531187226,0.664731768,0.073402788
2015_NYH3_CG108/CG102,0.690383862,0.171890586,0.402563589
2015_OHH1_CG108/CG102,0.924537966,0.491114225,0.636574766
2015_ONH1_CG108/CG102,0.375083424,0.097487109,0.805787769
2015_ONH2_CG108/CG102,0.273760588,0.561708722,0.550727724
2014_MOH1_CG108/CG110,0.306077832,0.893988398,0.433753798
2014_NYH1_CG108/CG110,0.522483716,0.613041877,0.405489155
2015_NYH3_CG108/CG110,0.055323303,0.950530429,0.228084592
2015_ONH1_CG108/CG110,0.487563945,0.819411276,0.001583676
2015_ONH2_CG108/CG110,0.820023581,0.19025281,0.839635801
2014_MOH1_CG108/CG111,0.497023246,0.500361948,0.530959147
2014_NYH1_CG108/CG111,0.034989812,0.701525339,0.077006181
2015_NYH3_CG108/CG111,0.634223077,0.764160942,0.272789333
2015_ONH1_CG108/CG111,0.077277831,0.053097163,0.157848162
2015_ONH2_CG108/CG111,0.480130147,0.237024564,0.767677213
2014_ILH1_CG108/CGR01,0.25641872,0.282158725,0.791792387
2014_MOH1_CG108/CGR01,0.969695146,0.443712826,0.896104514
2014_NEH1_CG108/CGR01,0.442638602,0.964632309,0.913282693
2014_NYH1_CG108/CGR01,0.63894579,0.348443379,0.121219157
2015_MNH1_CG108/CGR01,0.848845649,0.718612716,0.638235869
2015_NYH2_CG108/CGR01,0.131250557,0.918765552,0.3222523
2015_NYH3_CG108/CGR01,0.98942647,0.105842425,0.737102454
2015_ONH1_CG108/CGR01,0.193392113,0.307350679,0.645152083
2015_ONH2_CG108/CGR01,0.450442082,0.597348433,0.755584629
2014_ILH1_CG108/CGR03,0.104308049,0.234136542,0.50304486
2014_MNH1_CG108/CGR03,0.262731176,0.955427884,0.272698631
2014_MOH1_CG108/CGR03,0.337728742,0.155418135,0.141559413
2014_NEH1_CG108/CGR03,0.638396931,0.438315532,0.642508307
2014_NYH1_CG108/CGR03,0.611780912,0.484222238,0.389699588
2015_ILH1_CG108/CGR03,0.594445854,0.280774912,0.175902265
2015_MNH1_CG108/CGR03,0.12477492,0.477067334,0.532862252
2015_NEH1_CG108/CGR03,0.062727089,0.944500859,0.774619181
2015_NYH2_CG108/CGR03,0.947113594,0.618186004,0.997741814
2015_NYH3_CG108/CGR03,0.57996303,0.197443908,0.843493524
2015_OHH1_CG108/CGR03,0.514444478,0.939864618,0.412144165
2015_ONH1_CG108/CGR03,0.242441626,0.162884037,0.242517908
2015_ONH2_CG108/CGR03,0.202725252,0.24355272,0.762672192
2014_MOH1_CG108/LH162,0.021527736,0.742153117,0.498166088
2014_NYH1_CG108/LH162,0.028803322,0.594125512,0.134904189
2014_NYH2_CG108/LH162,0.470564219,0.526477354,0.997764052
2015_NYH2_CG108/LH162,0.924460639,0.613229309,0.177243044
2015_NYH3_CG108/LH162,0.200452508,0.001987978,0.503881049
2015_ONH1_CG108/LH162,0.260741193,0.93008379,0.472166294
2015_ONH2_CG108/LH162,0.202223998,0.121265532,0.044932608
2015_NYH3_CG108/LH195,0.437340875,0.592724243,0.398267262
2015_ONH1_CG108/LH195,0.968373483,0.83057102,0.231897401
2014_ILH1_CG108/LH198,0.681936913,0.207506778,0.9771538
2014_NEH2_CG108/LH198,0.463974944,0.383778422,0.922418061
2014_ILH1_CG108/LH82,0.77507417,0.61950223,0.140335641
2014_MOH1_CG108/LH82,0.611170005,0.880846173,0.990906755
2014_NYH1_CG108/LH82,0.561366292,0.811288932,0.229120555
2015_NYH3_CG108/LH82,0.630486209,0.176219567,0.968501565
2015_ONH1_CG108/LH82,0.652371864,0.755451566,0.950733681
2015_ONH2_CG108/LH82,0.917473899,0.756451717,0.24789637
2015_NEH1_CG108/PHB47,0.078323655,0.58210116,0.922992334
2015_NYH2_CG108/PHB47,0.368609002,0.482053308,0.604375049
2015_NYH3_CG108/PHB47,0.139013571,0.985818058,0.950818083
2015_OHH1_CG108/PHB47,0.215319487,0.035982246,0.09528794
2015_ONH1_CG108/PHB47,0.088060337,0.884317906,0.96206127
2015_ILH1_CG108/PHZ51,0.69949443,0.875168463,0.672995088
2015_NYH3_CG108/PHZ51,0.202359771,0.966556048,0.324051867
2015_ONH1_CG108/PHZ51,0.682629287,0.168644306,0.001627421
2014_ILH1_CG110/LH82,0.94893165,0.847296653,0.800909707
2014_MOH1_CG110/LH82,0.107734194,0.740877797,0.125238948
2014_NYH1_CG110/LH82,0.072045672,0.516094657,0.057543333
2015_MNH1_CG110/LH82,0.932355763,0.34113005,0.163485882
2015_NYH2_CG110/LH82,0.98546278,0.458649154,0.795549822
2015_NYH3_CG110/LH82,0.679101313,0.904130556,0.116462368
2015_ONH1_CG110/LH82,0.979506095,0.507018006,0.615084551
2015_ONH2_CG110/LH82,0.488113812,0.26825013,0.80074099
2015_MNH1_CG110/PHB47,0.82294827,0.00014478,0.821227881
2015_NYH2_CG110/PHB47,0.44239723,0.526138642,0.337627554
2015_NYH3_CG110/PHB47,0.861342775,0.247455531,0.088871024
2015_ONH1_CG110/PHB47,0.380296789,0.91224501,0.010905013
2015_ONH2_CG110/PHB47,0.195597432,0.042722429,0.7790819
2015_MNH1_CG111/PHB47,0.49093189,0.525904088,0.714084957
2015_NEH1_CG111/PHB47,0.576209467,0.310754371,0.818272029
2015_NEH3_CG111/PHB47,0.058982225,0.256532785,0.077700842
2015_NYH2_CG111/PHB47,0.436808492,0.820823239,0.558616341
2015_NYH3_CG111/PHB47,0.031591681,0.262019916,0.817557098
2015_ONH1_CG111/PHB47,0.93787383,0.831320506,0.210384224
2015_ONH2_CG111/PHB47,0.268391602,0.532013575,0.004993601
2014_ILH1_CG118/CG44,0.854314875,0.931584405,0.145941302
2014_MOH1_CG118/CG44,0.169287941,0.829483463,0.900460712
2014_NYH1_CG118/CG44,0.219760584,0.186714188,0.68183851
2015_ILH1_CG118/CG44,0.713983321,0.989381443,0.254371187
2015_MNH1_CG118/CG44,0.846782736,0.904654037,0.996498729
2015_NEH4_CG118/CG44,0.353476553,0.329410271,0.851857609
2015_NYH2_CG118/CG44,0.8475302,0.764765974,0.966613932
2015_NYH3_CG118/CG44,0.989850799,0.947310083,0.574132085
2015_OHH1_CG118/CG44,0.380442397,0.98038254,0.776166023
2015_ONH1_CG118/CG44,0.8150272,0.854281557,0.292612416
2015_ONH2_CG118/CG44,0.898430348,0.089811644,0.976480803
2014_ILH1_CG118/CGR01,0.428650413,0.076939436,0.514668267
2014_INH1_CG118/CGR01,0.233451506,0.435019688,0.485892987
2014_MOH1_CG118/CGR01,0.160101636,0.680102072,0.244729381
2014_NEH2_CG118/CGR01,0.45439213,0.621869305,0.742581854
2014_NYH1_CG118/CGR01,0.608786165,0.233875246,0.251943981
2015_MNH1_CG118/CGR01,0.333613386,0.259231992,0.148460523
2015_NEH4_CG118/CGR01,0.654372205,0.15572801,0.658250184
2015_NYH2_CG118/CGR01,0.022009332,0.214461284,0.735949995
2015_NYH3_CG118/CGR01,0.256676297,0.390568146,0.219201005
2015_OHH1_CG118/CGR01,0.696123782,0.555972154,0.08551304
2015_ONH1_CG118/CGR01,0.580399219,0.672069997,0.315087897
2015_ONH2_CG118/CGR01,0.31467121,0.380084102,0.926432466
2014_ILH1_CG118/CGR03,0.317158509,0.663390615,0.292368348
2014_MNH1_CG118/CGR03,0.242528108,0.683873513,0.848900114
2014_MOH1_CG118/CGR03,0.64394997,0.162705203,0.175084991
2014_NYH1_CG118/CGR03,0.750173267,0.50338392,0.832322184
2014_NYH2_CG118/CGR03,0.050309833,0.894209647,0.188448208
2014_WIH1_CG118/CGR03,0.429046018,0.705411094,0.952577255
2015_MNH1_CG118/CGR03,0.771562747,0.958360173,0.551882235
2015_NYH2_CG118/CGR03,0.663495344,0.761166052,0.674786221
2015_NYH3_CG118/CGR03,0.131796115,0.838654101,0.377332017
2015_ONH1_CG118/CGR03,0.914294411,0.487554716,0.710346188
2015_ONH2_CG118/CGR03,0.976797772,0.408152659,0.979057533
2015_NYH3_CG118/LH198,0.170569893,0.44123988,0.209398973
2015_ONH1_CG118/LH198,0.44582738,0.40071726,0.879484073
2015_NYH2_CG118/LH82,0.4699323,0.136757583,0.206285935
2015_NYH3_CG118/LH82,0.082189302,0.228738793,0.153809084
2015_ONH1_CG118/LH82,0.466990962,0.791264574,0.178637226
2015_ONH2_CG118/LH82,0.950948658,0.947706948,0.573695981
2015_ILH1_CG118/PHZ51,0.066992551,0.296330662,0.017644327
2015_NEH4_CG118/PHZ51,0.516756439,0.7480478,0.125228807
2015_NYH3_CG118/PHZ51,0.378746469,0.754070818,0.421982977
2015_ONH1_CG118/PHZ51,0.663119116,0.411251697,0.880341523
2014_MNH1_CG119/CG102,0.793202449,0.597720371,0.237317986
2014_NYH1_CG119/CG102,0.492389498,0.99974685,0.38712686
2014_NYH2_CG119/CG102,0.309196817,0.603647764,0.300127321
2015_NYH2_CG119/CG102,0.196037704,0.900187428,0.623789514
2015_NYH3_CG119/CG102,0.876912868,0.167821318,0.237621788
2015_ONH1_CG119/CG102,0.364690537,0.010558815,0.709891101
2015_ONH2_CG119/CG102,0.113380026,0.709935603,0.669469582
2014_ILH1_CG119/CG108,0.991661738,0.927835348,0.066064408
2014_MOH1_CG119/CG108,0.406114488,0.126658765,0.024361963
2014_NYH1_CG119/CG108,0.508329292,0.538912381,0.547539192
2015_DEH1_CG119/CG108,0.612499898,0.717827184,0.626667068
2015_MNH1_CG119/CG108,0.619376583,0.363295582,0.151631459
2015_NEH1_CG119/CG108,0.190302197,0.799228576,0.083411403
2015_NEH3_CG119/CG108,0.752547615,0.833690022,0.247698316
2015_NEH4_CG119/CG108,0.167969039,0.545492718,0.534749944
2015_NYH2_CG119/CG108,0.801903225,0.008915532,0.685096168
2015_NYH3_CG119/CG108,0.059562438,0.945732554,0.566917406
2015_ONH1_CG119/CG108,0.162546804,0.586517276,0.260633569
2015_ONH2_CG119/CG108,0.304097996,0.442253064,0.853707442
2014_ILH1_CG119/CG44,0.89406481,0.843938245,0.891542415
2014_MOH1_CG119/CG44,0.10019283,0.820310194,0.705898775
2014_NYH1_CG119/CG44,0.198822076,0.911100463,0.851024972
2015_MNH1_CG119/CG44,0.741762371,0.156800532,0.22364068
2015_NYH3_CG119/CG44,0.125608568,0.29670171,0.872150064
2015_ONH1_CG119/CG44,0.39215463,0.889305792,0.305804692
2015_ONH2_CG119/CG44,0.681637734,0.742781751,0.84581724
2015_NYH3_CG119/LH198,0.777868483,0.259009384,0.793627782
2015_ONH1_CG119/LH198,0.687317328,0.015137817,0.050354983
2014_ILH1_CG119/LH82,0.987785106,0.194687412,0.584684799
2014_MOH1_CG119/LH82,0.740028285,0.540517378,0.557560802
2014_NYH1_CG119/LH82,0.31872467,0.547231227,0.328971192
2015_ILH1_CG119/LH82,0.157334567,0.270438994,0.532549915
2015_INH1_CG119/LH82,0.37755728,0.300911303,0.868140172
2015_NEH3_CG119/LH82,0.43942792,0.288458349,0.608422614
2015_NYH2_CG119/LH82,0.747484086,0.868580558,0.898145244
2015_ONH1_CG119/LH82,0.336904572,0.625620002,0.259884647
2015_ONH2_CG119/LH82,0.347338704,0.508524726,0.511499884
2015_DEH1_CG119/PHZ51,0.299296913,0.349277895,0.783819389
2015_NEH3_CG119/PHZ51,0.762502067,0.746703907,0.48593272
2015_NYH3_CG119/PHZ51,0.594154155,0.599092547,0.272345237
2015_ONH1_CG119/PHZ51,0.995605045,0.788470317,0.944687536
2014_MNH1_CG120/CG102,0.70148239,0.113215587,0.517738811
2014_NYH1_CG120/CG102,0.150993292,0.542915846,0.555767288
2014_NYH2_CG120/CG102,0.115050688,0.582593493,0.893526382
2014_DEH1_CG120/LH185,0.607967258,0.325091866,0.666295062
2014_INH1_CG120/LH185,0.829944314,0.634886425,0.905739199
2014_NEH1_CG120/LH185,0.090212667,0.351189821,0.493053905
2014_NEH2_CG120/LH185,0.948988486,0.985753163,0.897333403
2015_ONH1_CG120/LH185,0.601703468,0.081804724,0.201882947
2015_ONH2_CG120/LH185,0.713051451,0.938298091,0.611477118
2015_NYH3_CG120/LH198,0.204510133,0.220426507,0.977588664
2015_ONH1_CG120/LH198,0.54978241,0.905832705,0.941814594
2015_MNH1_CG120/LH82,0.544836127,0.603921874,0.896812948
2015_MOH1_CG120/LH82,0.643497785,0.87943523,0.573125073
2015_NYH2_CG120/LH82,0.028483905,0.920917996,0.015733232
2015_NYH3_CG120/LH82,0.470831653,0.630651386,0.170434914
2015_ONH1_CG120/LH82,0.842485521,0.466816991,0.949901028
2015_ONH2_CG120/LH82,0.978809424,0.596711171,0.229205996
2015_MNH1_CG120/PHZ51,0.834133835,0.689716893,0.304167563
2015_NYH3_CG120/PHZ51,0.783453159,0.649445678,0.751565101
2015_ONH1_CG120/PHZ51,0.766209479,0.692372539,0.362830677
2014_MNH1_CG121/CG102,0.042403327,0.35205012,0.757615416
2014_NYH1_CG121/CG102,0.804057229,0.284938226,0.874808457
2014_NYH2_CG121/CG102,0.477031754,0.958911621,0.807547242
2015_MNH1_CG121/LH198,0.934251886,0.92269679,0.850004763
2015_NYH3_CG121/LH198,0.753244102,0.232306835,0.046850694
2015_OHH1_CG121/LH198,0.627729227,0.88181461,0.77046121
2015_ONH1_CG121/LH198,0.829531895,0.098977554,0.11378324
2015_ONH2_CG121/LH198,0.740195621,0.549981579,0.954409093
2015_DEH1_CG121/LH82,0.97577815,0.921134106,0.464862503
2015_MNH1_CG121/LH82,0.081918904,0.284978085,0.593493262
2015_NEH2_CG121/LH82,0.541146867,0.790024412,0.462403845
2015_NYH2_CG121/LH82,0.992533218,0.446303061,0.630824378
2015_NYH3_CG121/LH82,0.109406524,0.292054005,0.866301283
2015_OHH1_CG121/LH82,0.533230924,0.013447518,0.757437585
2015_ONH1_CG121/LH82,0.83797821,0.738152779,0.603360115
2015_ONH2_CG121/LH82,0.828506875,0.972950604,0.307678147
2015_DEH1_CG121/PHZ51,0.682346723,0.295660657,0.88875053
2015_NEH2_CG121/PHZ51,0.773882326,0.091225999,0.645296445
2015_NYH2_CG121/PHZ51,0.810230894,0.704802624,0.407303506
2015_NYH3_CG121/PHZ51,0.870849346,0.528898663,0.814134256
2015_ONH1_CG121/PHZ51,0.787858545,0.072909513,0.752993948
2014_NYH1_CG122/CG102,0.040737135,0.298067688,0.676982046
2014_NYH2_CG122/CG102,0.628099041,0.027314757,0.334796009
2015_MNH1_CG122/CG102,0.676446652,0.910916378,0.861094187
2015_NEH4_CG122/CG102,0.935558515,0.386669499,0.202173162
2015_NYH2_CG122/CG102,0.609650898,0.935185294,0.493948644
2015_NYH3_CG122/CG102,0.006140162,0.614916794,0.413798201
2015_ONH1_CG122/CG102,0.190429835,0.900766453,0.88425375
2015_ONH2_CG122/CG102,0.434237902,0.284614686,0.021923117
2015_MNH1_CG122/PHB47,0.626545099,0.38724403,0.201318762
2015_NEH4_CG122/PHB47,0.181343909,0.969482608,0.749958227
2015_NYH2_CG122/PHB47,0.839599288,0.564390507,0.362314924
2015_NYH3_CG122/PHB47,0.353634636,0.197856917,0.093344958
2015_ONH1_CG122/PHB47,0.402875712,0.189409566,0.350354354
2015_ONH2_CG122/PHB47,0.035153926,0.736074232,0.177478134
2015_NYH3_CG122/PHZ51,0.846737534,0.942247057,0.24077949
2015_ONH1_CG122/PHZ51,0.183190015,0.100225142,0.682633714
2014_MNH1_CG123/CG102,0.647490578,0.403218715,0.977227592
2014_NYH1_CG123/CG102,0.37762853,0.325953632,0.173751962
2014_NYH2_CG123/CG102,0.498811121,0.167861365,0.656633479
2015_MNH1_CG123/CG102,0.509113267,0.935427552,0.041982194
2015_NYH2_CG123/CG102,0.795310697,0.610892783,0.152937326
2015_NYH3_CG123/CG102,0.44924353,0.570629215,0.073560778
2015_ONH1_CG123/CG102,0.235217174,0.814868039,0.70083335
2015_ONH2_CG123/CG102,0.915100842,0.151551851,0.232028576
2014_NEH1_CG123/LH185,0.741477188,0.207902591,0.699540895
2014_NEH2_CG123/LH185,0.085687402,0.903519636,0.611531264
2015_MNH1_CG123/PHB47,0.456127697,0.622413661,0.10854278
2015_NYH2_CG123/PHB47,0.767363297,0.093695462,0.336203288
2015_NYH3_CG123/PHB47,0.101553867,0.975826846,0.564880734
2015_ONH1_CG123/PHB47,0.98710889,0.949991242,0.901458763
2015_ONH2_CG123/PHB47,0.886044748,0.226759091,0.59564259
2015_MNH1_CG124/PHB47,0.484646614,0.692517134,0.392877334
2015_NYH2_CG124/PHB47,0.008899289,0.432246525,0.92612777
2015_NYH3_CG124/PHB47,0.952652739,0.023104344,0.697439041
2015_OHH1_CG124/PHB47,0.084235738,0.939175886,0.126841226
2015_ONH1_CG124/PHB47,0.110405408,0.265283338,0.850327626
2015_ONH2_CG124/PHB47,0.415170419,0.153323442,0.856545045
2015_MNH1_CG125/PHB47,0.849607937,0.834255426,0.443297549
2015_NYH2_CG125/PHB47,0.211584844,0.914432704,0.786219292
2015_NYH3_CG125/PHB47,0.990551094,0.257665064,0.801527206
2015_ONH1_CG125/PHB47,0.350268493,0.505167129,0.159518717
2015_ONH2_CG125/PHB47,0.355370064,0.952572812,0.003041541
2015_MNH1_CG125/PHZ51,0.255829502,0.142542497,0.512354311
2015_NYH2_CG125/PHZ51,0.574018036,0.843005195,0.023667594
2015_NYH3_CG125/PHZ51,0.284327479,0.717361497,0.984631556
2015_ONH1_CG125/PHZ51,0.114827783,0.555025681,0.975794015
2015_ONH2_CG125/PHZ51,0.154905073,0.668167541,0.738090907
2015_MNH1_CG126/PHB47,0.862918265,0.192824277,0.069264553
2015_NYH2_CG126/PHB47,0.294625123,0.899727582,0.170300825
2015_NYH3_CG126/PHB47,0.314283604,0.104021751,0.148423537
2015_ONH1_CG126/PHB47,0.556993059,0.115064155,0.532241754
2015_ONH2_CG126/PHB47,0.891070977,0.969967882,0.274492026
2015_ILH1_CG127/PHB47,0.921952302,0.262150603,0.437104504
2015_MNH1_CG127/PHB47,0.087508479,0.454091238,0.412942719
2015_NEH1_CG127/PHB47,0.65267831,0.87857452,0.68097883
2015_NYH2_CG127/PHB47,0.030523455,0.574844996,0.639422414
2015_NYH3_CG127/PHB47,0.011627968,0.40193841,0.818744189
2015_ONH1_CG127/PHB47,0.96958812,0.182215998,0.235021813
2015_ONH2_CG127/PHB47,0.665308598,0.381411957,0.280429696
2015_ILH1_CG127/PHZ51,0.55881468,0.809777198,0.102524282
2015_MNH1_CG127/PHZ51,0.805200258,0.499583888,0.14753116
2015_NEH1_CG127/PHZ51,0.47944922,0.254976932,0.356730117
2015_NYH2_CG127/PHZ51,0.152182465,0.158368427,0.671139714
2015_NYH3_CG127/PHZ51,0.805926753,0.734406408,0.075495602
2015_ONH1_CG127/PHZ51,0.124490456,0.962783784,0.547877478
2015_ONH2_CG127/PHZ51,0.38460457,0.374395018,0.519345352
2014_MNH1_CG44/CG102,0.736441554,0.25581364,0.392428642
2014_NYH1_CG44/CG102,0.477604001,0.4907457,0.589235377
2014_NYH2_CG44/CG102,0.026132816,0.161284321,0.010766681
2014_ILH1_CG44/CG110,0.998753158,0.875893087,0.836793383
2014_MOH1_CG44/CG110,0.35263148,0.849588648,0.106080903
2014_NYH1_CG44/CG110,0.764813594,0.900799007,0.092458207
2015_MNH1_CG44/CG110,0.474858974,0.346295463,0.823568898
2015_NEH3_CG44/CG110,0.210617637,0.383649144,0.688030157
2015_NYH2_CG44/CG110,0.79057315,0.495426381,0.820721758
2015_NYH3_CG44/CG110,0.349687296,0.321837674,0.171388361
2015_ONH1_CG44/CG110,0.260188302,0.981386974,0.358659013
2015_ONH2_CG44/CG110,0.281453642,0.349784449,0.958346242
2014_ILH1_CG44/CGR01,0.726967261,0.315007653,0.880879011
2014_MOH1_CG44/CGR01,0.01288138,0.725777227,0.679275318
2014_NEH1_CG44/CGR01,0.449875304,0.310912639,0.283876395
2014_NYH1_CG44/CGR01,0.299250719,0.069003652,0.471712083
2015_MNH1_CG44/CGR01,0.19655338,0.976671304,0.148886778
2015_NEH3_CG44/CGR01,0.822664692,0.913241775,0.814856629
2015_NYH2_CG44/CGR01,0.802186354,0.892631105,0.81522446
2015_NYH3_CG44/CGR01,0.195820619,0.352597504,0.779242438
2015_OHH1_CG44/CGR01,0.481237973,0.611919967,0.645501681
2015_ONH1_CG44/CGR01,0.945341041,0.992116194,0.510531351
2015_ONH2_CG44/CGR01,0.185265122,0.393842656,0.442190615
2014_NYH1_CG44/CGR03,0.644858372,0.444416439,0.980986207
2014_ILH1_CG44/LH162,0.84103139,0.606073808,0.48419003
2014_MNH1_CG44/LH162,0.963733415,0.96718328,0.728111196
2014_MOH1_CG44/LH162,0.818126999,0.727312464,0.628476991
2014_NYH1_CG44/LH162,0.582154947,0.16033271,0.650887275
2015_NYH3_CG44/LH162,0.564317062,0.61521398,0.707520502
2015_OHH1_CG44/LH162,0.472623355,0.953761713,0.830680514
2015_ONH1_CG44/LH162,0.285557394,0.075351177,0.97908943
2015_ONH2_CG44/LH162,0.487070154,0.101575291,0.336312276
2014_MNH1_CG60/CG102,0.862889464,0.023062791,0.601883383
2014_NYH2_CG60/CG102,0.630415205,0.981335462,0.884745467
2015_MNH1_CG60/CG102,0.713336441,0.328621232,0.19414842
2015_NYH2_CG60/CG102,0.071107931,0.346475247,0.022449528
2015_NYH3_CG60/CG102,0.750251611,0.260893806,0.769341948
2015_ONH1_CG60/CG102,0.381244051,0.889074425,0.871294784
2015_ONH2_CG60/CG102,0.503689714,0.705709466,0.088196429
2014_MOH1_CG60/CG110,0.34508403,0.729339765,0.275209088
2014_NYH1_CG60/CG110,0.953232236,0.504708731,0.381039848
2015_MNH1_CG60/CG110,0.195974297,0.956490387,0.313990266
2015_NEH2_CG60/CG110,0.547564242,0.476000401,0.549694665
2015_NYH2_CG60/CG110,0.672759291,0.995048211,0.97867657
2015_NYH3_CG60/CG110,0.563595353,0.579974539,0.4827416
2015_OHH1_CG60/CG110,0.638432811,0.168520556,0.700579136
2015_ONH1_CG60/CG110,0.194349075,0.057818803,0.923510497
2015_ONH2_CG60/CG110,0.643686494,0.753850552,0.135733255
2014_MOH1_CG60/CG111,0.561282358,0.034696418,0.894040993
2014_NYH1_CG60/CG111,0.381332501,0.56773098,0.161234874
2014_NYH2_CG60/CG111,0.677376593,0.749396881,0.471185318
2015_MNH1_CG60/CG111,0.459676333,0.405959895,0.220541522
2015_NYH2_CG60/CG111,0.136813924,0.774840212,0.451329695
2015_NYH3_CG60/CG111,0.421530952,0.093990643,0.715468692
2015_OHH1_CG60/CG111,0.68192771,0.33195234,0.33382389
2015_ONH1_CG60/CG111,0.554040066,0.631925018,0.798321976
2015_ONH2_CG60/CG111,0.060929757,0.729398189,0.580860539
2015_DEH1_CG60/LH162,0.081752771,0.566631228,0.839843938
2015_ILH1_CG60/LH162,0.637275081,0.562953293,0.07075249
2015_INH1_CG60/LH162,0.509187199,0.674737308,0.942816472
2015_KSH1_CG60/LH162,0.925939378,0.215615947,0.755936711
2015_MNH1_CG60/LH162,0.408476218,0.588821106,0.530321038
2015_MOH1_CG60/LH162,0.573025923,0.624947555,0.538908985
2015_MOH2_CG60/LH162,0.285944184,0.705368518,0.94503325
2015_NEH1_CG60/LH162,0.623467501,0.136724364,0.988512305
2015_NEH2_CG60/LH162,0.31178011,0.273819139,0.587892396
2015_NEH3_CG60/LH162,0.340494564,0.748964961,0.268953718
2015_NEH4_CG60/LH162,0.815382454,0.797812536,0.047281983
2015_NYH2_CG60/LH162,0.486024006,0.3609948,0.735951558
2015_NYH3_CG60/LH162,0.872661083,0.458443074,0.813335854
2015_OHH1_CG60/LH162,0.842450408,0.467302602,0.026021817
2015_ONH1_CG60/LH162,0.483736535,0.196937894,0.633038825
2015_ONH2_CG60/LH162,0.606342328,0.77759161,0.985187037
2014_NEH2_CG60/LH198,0.5296603,0.323249525,0.418863377
2015_MNH1_CG60/PHB47,0.471337749,0.934019179,0.500163053
2015_NYH2_CG60/PHB47,0.63120388,0.808957112,0.415051392
2015_NYH3_CG60/PHB47,0.471362319,0.259013747,0.536245022
2015_ONH1_CG60/PHB47,0.265023936,0.636672488,0.6188643
2015_ONH2_CG60/PHB47,0.930861795,0.043795877,0.393063947
2014_MNH1_CG65/CG102,0.013704715,0.000848634,0.240965763
2014_NYH1_CG65/CG102,0.544703065,0.227036399,0.596612224
2014_NYH2_CG65/CG102,0.997211476,0.315012745,0.467190168
2015_NYH2_CG65/CG102,0.565038917,0.339938072,0.652487171
2015_NYH3_CG65/CG102,0.129502933,0.207966059,0.881094726
2015_ONH1_CG65/CG102,0.178821772,0.268723456,0.18836194
2015_ONH2_CG65/CG102,0.015699615,0.905528711,0.031646875
2014_ILH1_CG65/CG108,0.121628638,0.437742284,0.475270958
2014_MOH1_CG65/CG108,0.910632063,0.110069306,0.744424431
2014_NYH1_CG65/CG108,0.68769389,0.773047617,0.314877906
2015_INH1_CG65/CG108,0.446029444,0.428479268,0.066089199
2015_MNH1_CG65/CG108,0.99952432,0.402351355,0.995639413
2015_NEH2_CG65/CG108,0.85204922,0.930583356,0.433220399
2015_NYH2_CG65/CG108,0.47567422,0.221150781,0.233935815
2015_NYH3_CG65/CG108,0.539365224,0.427779091,0.451324385
